labels,text,phone_number
ham,I have to take exam with march 3,6498450704
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,7285823433
ham,Ok no prob. Take ur time.,6706940854
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,8841896018
ham,"Sorry, I'll call later",9120918436
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,9263698628
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY å£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",353-125-1368
ham,Would really appreciate if you call me. Just need someone to talk to.,8568820713
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",356-861-1189
ham,Hey company elama po mudyadhu.,8877142328
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",8198831324
ham,Dear good morning now only i am up,8993962566
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,6414124095
ham,Dear we are going to our rubber place,9662901166
ham,"Sorry battery died, yeah I'm here",7238972124
ham,Yes:)here tv is always available in work place..,7270710742
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,519-713-6834
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,8479172089
ham,Or ill be a little closer like at the bus stop on the same street,8337170865
ham,Where are you?when wil you reach here?,7898165186
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",6647015496
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,868-274-1061
ham,Tomarrow final hearing on my laptop case so i cant.,6932475719
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,7519697975
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",9480914672
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",8510818631
ham,U don't remember that old commercial?,8250512298
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,6441158551
ham,I asked you to call him now ok,9826386094
ham,Kallis wont bat in 2nd innings.,7640475031
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,6130791301
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,594-184-9059
ham,Ranjith cal drpd Deeraj and deepak 5min hold,7266500752
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",6135366274
ham,What you doing?how are you?,8981631277
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",6889449063
ham,"I'm back, lemme know when you're ready",9455632369
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,9671290316
ham,Mmm so yummy babe ... Nice jolt to the suzy,7856360318
ham,Where are you lover ? I need you ...,9956995455
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,730-183-7602
ham,I‰Û÷m parked next to a MINI!!!! When are you coming in today do you think?,8632965335
ham,Yup,8607736820
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,9724176490
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,8535570813
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,509-524-6291
ham,Why you Dint come with us.,8569257475
ham,Same. Wana plan a trip sometme then,9168035900
ham,"Not sure yet, still trying to get a hold of him",8468933433
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,626-273-4141
ham,The evo. I just had to download flash. Jealous?,8983396860
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,226-714-9937
ham,"Come to mu, we're sorting out our narcotics situation",8291287677
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",9180942738
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,220-863-3489
ham,"Usf I guess, might as well take 1 car",7572301704
ham,No objection. My bf not coming.,9851806683
ham,Thanx...,9747576037
ham,Tell rob to mack his gf in the theater,9154754017
ham,"Awesome, I'll see you in a bit",7370049291
ham,Just sent it. So what type of food do you like?,8333692950
ham,All done? All handed in? Celebrations in full swing yet?,7790801441
ham,You got called a tool?,8847308883
ham,\Wen u miss someone,8662589298
ham,Ok. I asked for money how far,7691876674
ham,Okie...,6285189224
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",9933509789
ham,"K, I might come by tonight then if my class lets out early",7513175832
ham,Ok..,6206849250
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,8575260589
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",7607869072
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",8697127422
ham,Hey you told your name to gautham ah?,9752059075
ham,Haf u found him? I feel so stupid da v cam was working.,7918981138
ham,Oops. 4 got that bit.,9883273924
ham,Are you this much buzy,7385885621
ham,I accidentally deleted the message. Resend please.,9132667836
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,790-131-1939
ham,Unless it's a situation where YOU GO GURL would be more appropriate,7486682685
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,9869622480
ham,I cant pick the phone right now. Pls send a message,9132466733
ham,Need a coffee run tomo?Can't believe it's that time of week already,9506358511
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",9945088128
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",9333404764
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,7532471954
ham,He is a womdarfull actor,7164484941
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",182-938-1043
ham,Yup... From what i remb... I think should be can book... ,6239934927
ham,Jos ask if u wana meet up?,7866311334
ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,9852218958
spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",228-512-8328
ham,Where are the garage keys? They aren't on the bookshelf,9746319354
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,6546766443
spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",729-178-7152
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,6718926405
ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",7361772357
ham,You made my day. Do have a great day too.,7173331519
ham,K.k:)advance happy pongal.,9927752049
ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",6729916781
ham,"Not really dude, have no friends i'm afraid :(",9850134221
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,549-803-9170
ham,"Coffee cake, i guess...",8746696552
ham,"Merry Christmas to you too babe, i love ya *kisses*",6562052268
ham,Hey... Why dont we just go watch x men and have lunch... Haha ,9771717457
ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,8227359013
ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week,6560768434
ham,No problem. How are you doing?,7348827086
ham,No calls..messages..missed calls,6959559253
ham,Hi da:)how is the todays class?,7322081224
ham,"I'd say that's a good sign but, well, you know my track record at reading women",6348296655
ham,"Cool, text me when you're parked",7282890322
